objectid,filename,compound,object_location,title,creator,publisher's #,date,date created,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,,,,,,,,,
MP0013,MPr000_13.jpg,MPv000_13.jpg,,Interior de una pulquería,J.G. Hatton,7972,,1900-1907,"Color lithograph (halftone); ink on cardstock. Pulque, an alcoholic drink made in central Mexico from aguamiel or agave nectar, was fermented in the large clay pots seen in the photo. Pulquerías served as a gathering spot and socializing spot for their lower-class male clientel, and were recognizable by the colorful folk paintings that often adorned them, such as the one in this picture. Because of its traditional form of manufacture, pulque, pulquerías and tlachiqeros (the peasants who sucked out the nectar from the agave plant with a specially shaped gourd) became symbols of national identity often depicted in costumbrista photographs or engravings.",Mexico; Pulque; Food and drink; Manners and customs ,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_13.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0016,MPr000_16.jpg,MPv000_16.jpg,,A Mexican wagon.,J.G. Hatton,7974,,1907-1915,Color lithograph (halftone); ink on cardstock. Colorized photo of an oxcart.,Mexico; Domestic animals; Oxcart: Transportation,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_16.jpg,Image; Still Image,image/jpeg,eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0018,MPr000_18.jpg,MPv000_18.jpg,,México. La Viga Canal.,J.G. Hatton,7957,,1907-1915,"Color lithograph (halftone); ink on cardstock. Colorized photo of a family on a canal boat. Mexico City, built on the bed of the ancient lake, was not fully dry until the completion of massive drainage projects in the first half of the twentieth century. The Canal de la Viga no longer exists, but during the 19th century it retained much of the colorful life and movement of the more distant Xochimilco district, famous for chinampas or floating agricultural platforms, a favorite spot for weekend excursions. Close to the city center, the Canal de la viga with its market supplied by canal boats became a much frequented paseo, or afternoon stroll, for city dwellers. Here one could watch similar waterborn commerce to that of Xochimilco--indigenous farmers in their boats, noise, color, movement, all favorite topics of costumbrista depictions. This working family attests to the survival of rural lifeways within the burgeoning urban context that was Mexico City at the turn of the twentieth century.",Mexico; Mexico City (Mexico); Indigenous peoples; Children; Working class peoples; Canal-boats; Boats and boating,"Mexico City, Federal District, Mexico",19.406495,-99.126248,Cal Poly Pomona Global South Postcard Collection,MPr000_18.jpg,Image; Still Image,image/jpeg,eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0023,MPr000_23.jpg,MPv000_23.jpg,,México. Piedra de Sacrificio.,J.C.S.,543,,1900-1907,Color lithograph (halftone); ink on cardstock. Colorized photo of the Piedra de Tizóc sculpture (Stone of Tizoc) in the monolith chamber of the old National Museum of Mexico.,Mexico; Mexico City (Mexico); Archaeology; Pre-Columbian; Piedra de Tizóc; Sculpture,"Mexico City, Federal District, Mexico",19.433269,-99.130464,Cal Poly Pomona Global South Postcard Collection,MPr000_23.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0026,MPr000_26.jpg,MPv000_26.jpg,,Mexican señorita.,J.G. Hatton,3327,,1900-1907,Color lithograph (halftone); ink on cardstock. Collaged photos of a young woman and two girls within an art deco frame.,Mexico; Indigenous peoples; Women; Children; Regional costume,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_26.jpg,Image; Still Image,image/jpeg,eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0027,MPr000_27.jpg,MPv000_27.jpg,,Grupo de Tehuanas.,J.G. Hatton,7952,,1900-1907,"Color lithograph (halftone); ink on cardstock. Colorized photo of young women from the Tehuantepec region, with their typical tehuana costumes.","Mexico; Tehuantepec (Oaxaca, Mexico); Indigenous peoples; Women; Regional costume; Tehuana",Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_27.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0028,MPr000_28.jpg,MPv000_28.jpg,,"Juego en una feria, México.",J.G. Hatton,8061,,1907-1915,Color lithograph (halftone); ink on cardstock. Colorized photo of male visiters to a fair playing gambling games such as lotería.,Mexico; Gambling; Fairs; Leisure; Upper class,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_28.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0032,MPr000_32.jpg,MPv000_32.jpg,,Shoe market in Mexican town.,J.G. Hatton,3346,,1907-1915,Color lithograph (halftone); ink on cardstock. Colorized photo of open-air shoe sellers in front of an oxcart and a photographic studio.,Mexico; Working class peoples; Vending stands; Shoes; Photography,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_32.jpg,Image; Still Image,image/jpeg,eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0033,MPr000_33.jpg,MPv000_33.jpg,,Orquesta mexicana.,J.G. Hatton,8059,,1907-1915,"Color lithograph (halftone); ink on cardstock. Colorized photo of a small orquesta típica group playing stringed instruments such as the bandolina or bandolón (to the left), psalteries or salterios (in the center), and one of the many guitar-like instruments used throughout Mexico, variously referred to as guitarras, vihuelas and jaranas in different regions—although in this case probably a type of bass guitar such as the bajo sexto or bajo quinto (to the right). The ‘orquesta típica’ was a type of musical group that attained its classic formulation in the late-nineteenth century, during the Porfirian regime, and was associated with Mexico’s upper classes and classically-trained musicians. They were seen as acceptable representations of lo mexicano (i.e., modern, in tune with popular music elsewhere, presentable, and yet at the same time quintessentially Mexican). Orchestras such as that of Carlos Curti embarked on international tours representing Mexico at world fairs and international expositions. This small orquesta is dressed in the traje de charro, a type of regional costume associated with the landowning class—thus, aristocratic rural Mexicans, marking a clear distinction from indigenous musical groups such as that shown in MP0041. The traje de charro would not become the standard mariachi costume until some thirty years after this photograph was taken, so it is interesting to see it used here in an earlier musical setting. *Many thanks to Dr. Jessie Vallejo of the Cal Poly Pomona Music Department for the detailed information she provided about this postcard.",Mexico; Music; Charros; Orquesta tipíca; Upper class,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_33.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0034,MPr000_34.jpg,MPv000_34.jpg,,"Paseo Dominical en la Alameda, Ciudad de Mexico.",J.G. Hatton,3421,,1900-1907,"Color lithograph (halftone); ink on cardstock. Colorized photo of the Alameda, the oldest city park in the Americas, full of people out for a Sunday paseo or stroll.","Mexico; Mexico City (Mexico); Alameda (Mexico City, Mexico); Parks; Upper class; Leisure; Manners and customs","Mexico City, Federal District, Mexico",19.435556,-99.143889,Cal Poly Pomona Global South Postcard Collection,MPr000_34.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0035,MPr000_35.jpg,MPv000_35.jpg,,"Polleros, México.",J.G. Hatton,8049,,1907-1915,Color lithograph (halftone); ink on cardstock. Colorized photo of two chicken vendors selling live birds.,Mexico; Working class peoples; Vending stands; Poultry,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_35.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0036,MPr000_36.jpg,MPv000_36.jpg,,Mexico. Lago de Chapultepec--Embarcadero.,Ruhland & Ahlschier Sucesor,,1906,,Color collotype; ink on cardstock. Colorized photo of the rowboat rental concession on the lake in Chapultepec park in Mexico City.,"Mexico; Mexico City (Mexico); Chapultepec (Mexico City, Mexico); Parks; Boats and Boating; Leisure; Upper class","Mexico City, Federal District, Mexico",19.420458,-99.182228,Cal Poly Pomona Global South Postcard Collection,MPr000_36.jpg,Image; Still Image,image/jpeg,span; fre,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0037,MPr000_37.jpg,MPv000_37.jpg,,"Atoyac, estación del ferrocarril mexicano",,,1908,,"Color collotype; ink on cardstock. Colorized photo of the Atoyac rail bridge on the Mexico City-Veracruz line, the first Mexican rail line to be completed (January, 1873). ","Mexico; Veracruz (Veracruz-Llave, Mexico); Railroads; Transportation; Bridges; Modernization","Atoyac, Veracruz State, Mexico",18.916667,-96.766667,Cal Poly Pomona Global South Postcard Collection,MPr000_37.jpg,Image; Still Image,image/jpeg,span; fre,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0039,MPr000_39.jpg,MPv000_39.jpg,,Mexican Maiden.,"Adolph Selige Publishing Co., St. Louis--Leipsig",2873,1911,,"Color lithograph (halftone); ink on cardstock. Colorized photo of a young, upper class woman wearing a traditional shawl or rebozo drinking from a stone water filter.",Mexico; Women; Upper class,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_39.jpg,Image; Still Image,image/jpeg,eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0041,MPr000_41.jpg,MPv000_41.jpg,,Tipos Mexicanos. Banda de música de indios.,F.M.,,1912,,"Color lithograph (halftone); ink on cardstock. Indigenous musicians with brass instruments, woodwinds and drums. ",Mexico; Indigenous peoples; Music; Brass bands; Manners and customs,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_41.jpg,Image; Still Image,image/jpeg,span; eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0044,MPr000_44.jpg,MPv000_44.jpg,,Mexico C. El Correo.,J.C.S.,579,,1900-1907,"Color lithograph (halftone); ink on cardstock. Colorized photo of the Mexico City post office building, inaugurated in 1907, a major public works project of the Porfirian regime.","Mexico; Mexico City (Mexico); Palacio Postal (Mexico City, Mexico); Casa de correos; Modernization","Mexico City, Federal District, Mexico",19.435686,-99.1404,Cal Poly Pomona Global South Postcard Collection,MPr000_44.jpg,Image; Still Image,image/jpeg,span; eng; fre,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0048,MPr000_48.jpg,MPv000_48.jpg,,"San Anton Falls, Cuernavaca, Mexico.",F. Martin,502,,1907-1915,Color collotype; ink on cardstock. Colorized landscape photo of a famous waterfall in Cuernavaca.,"Mexico; Cuernavaca (Morelos, Mexico); Waterfalls; Landscape","Cuernavaca, Morelos State, Mexico",18.91983,-99.24268,Cal Poly Pomona Global South Postcard Collection,MPr000_48.jpg,Image; Still Image,image/jpeg,span; eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0051,MPr000_51.jpg,MPv000_51.jpg,,Loaded burro.,J.G. Hatton,3356,,1907-1915,Color lithograph (halftone); ink on cardstock. Colorized photo of a man standing beside a burro carrying animal fodder or roofing material.,Mexico; Burros; Domestic Animals; Transportation; Manners and customs,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_51.jpg,Image; Still Image,image/jpeg,eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0053,MPr000_53.jpg,MPv000_53.jpg,,Una Familia Mexicana.,J.G. Hatton,3336,,1907-1915,"Color lithograph (halftone); ink on cardstock. Colorized photo of an indigenous family posed with maguey (agave), adobe house, and domestic animals.",Mexico; Indigenous peoples; Women; Children; Domestic animals; Laundry,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_53.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0068,MPr000_68.jpg,MPv000_68.jpg,,Mexico. Lago de Chapultepec.,,,1904,,"Collotype; ink on cardstock. The lake in Chapultepec park or Bosque de Chapultepec, with Chapultepec Castle in the background. ","Mexico; Mexico City (Mexico); Chapultepec (Mexico City, Mexico); Parks","Mexico City, Federal District, Mexico",19.420458,-99.182228,Cal Poly Pomona Global South Postcard Collection,MPr000_68.jpg,Image; Still Image,image/jpeg,span; fre,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0069,MPr000_69.jpg,MPv000_69.jpg,,México. Panteón francés.,Latapi y Bert,127,1906,,"Collotype; ink on cardstock. View of the Panteón Francés, a Mexico City cemetary known for its elaborate mosoleums.  ",Mexico; Mexico City (Mexico); Tombs; Monuments and memorials,"Mexico City, Federal District, Mexico",19.405174,-99.153526,Cal Poly Pomona Global South Postcard Collection,MPr000_69.jpg,Image; Still Image,image/jpeg,span; fre,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0071,MPr000_71.jpg,MPv000_71.jpg,,Mole rico de guajolote.,J.G. Hatton,3435,,1907-1915,Color lithograph (halftone); ink on cardstock. Colorized photo of an open-air restaurant serving turkey in mole sauce.,Mexico; Mole (Sauce); Food and drink; Manners and customs,Unknown location,23.634501,-102.552784,Cal Poly Pomona Global South Postcard Collection,MPr000_71.jpg,Image; Still Image,image/jpeg,span,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
MP0073,MPr000_73.jpg,MPv000_73.jpg,,"Plaza de la Libertad, Tampico.","B. Restoy ""La Ilustracion""",,1909,,"Color lithograph (halftone); ink on cardstock. Colorized photo of a modern square in Tampico, attesting to tourist travel both by rail and sea, since the city was a steamship and rail hub. ","Mexico; Tampico (Tamaulipas, Mexico); Transportation; Tourism; Modernization","Tampico, Tamaulipas State, Mexico",22.213443,-97.856831,Cal Poly Pomona Global South Postcard Collection,MPr000_73.jpg,Image; Still Image,image/jpeg,span; eng,No Known Copyright,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,
